
epoch:1  D_loss:tensor(0.5083, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0517, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:164  D_loss:tensor(0.7802, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0262, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:165  D_loss:tensor(0.6116, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0540, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:166  D_loss:tensor(0.6105, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0695, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:167  D_loss:tensor(0.6610, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0467, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:168  D_loss:tensor(0.4305, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0284, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:169  D_loss:tensor(0.5271, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0652, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:170  D_loss:tensor(0.7586, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0739, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:171  D_loss:tensor(0.6292, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0348, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:172  D_loss:tensor(0.8295, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0648, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:173  D_loss:tensor(0.6355, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0486, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:174  D_loss:tensor(0.5248, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0473, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:175  D_loss:tensor(0.5918, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0462, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:176  D_loss:tensor(0.4580, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0623, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:177  D_loss:tensor(0.5065, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0484, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:178  D_loss:tensor(0.5752, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0546, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:179  D_loss:tensor(0.6944, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0497, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:180  D_loss:tensor(0.5896, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0440, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:181  D_loss:tensor(0.5036, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0253, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:182  D_loss:tensor(0.7117, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0345, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:183  D_loss:tensor(0.6639, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0591, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:184  D_loss:tensor(0.5402, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0514, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:185  D_loss:tensor(0.4500, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0449, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:186  D_loss:tensor(0.4943, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0463, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:187  D_loss:tensor(0.4157, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0396, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:188  D_loss:tensor(0.6440, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0500, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:189  D_loss:tensor(0.6182, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0385, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:190  D_loss:tensor(0.4858, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0603, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:191  D_loss:tensor(0.5589, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0153, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:192  D_loss:tensor(0.4738, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0351, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:193  D_loss:tensor(0.5031, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0378, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:194  D_loss:tensor(0.4596, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0317, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:195  D_loss:tensor(0.5131, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0407, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:196  D_loss:tensor(0.7073, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0520, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:197  D_loss:tensor(0.4703, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0296, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:198  D_loss:tensor(0.6721, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0499, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:199  D_loss:tensor(0.5930, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0534, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:200  D_loss:tensor(0.8260, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0415, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:1  D_loss:tensor(0.4232, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0073, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:2  D_loss:tensor(0.7190, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0048, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:3  D_loss:tensor(0.5416, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0108, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:4  D_loss:tensor(0.7816, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0061, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:5  D_loss:tensor(0.8667, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0074, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:6  D_loss:tensor(0.6470, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0049, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:7  D_loss:tensor(0.6834, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0067, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:8  D_loss:tensor(0.5926, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0043, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:1  D_loss:tensor(0.8051, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0142, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:2  D_loss:tensor(0.5815, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0068, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:3  D_loss:tensor(0.5451, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0037, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:4  D_loss:tensor(0.5090, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0046, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:5  D_loss:tensor(0.5214, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0036, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:6  D_loss:tensor(0.4404, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0041, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:7  D_loss:tensor(0.7619, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0027, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:8  D_loss:tensor(0.6547, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0052, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:9  D_loss:tensor(0.5766, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0046, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:10  D_loss:tensor(0.5468, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0050, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:11  D_loss:tensor(0.5998, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0017, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:12  D_loss:tensor(0.4932, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0018, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:13  D_loss:tensor(0.6193, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0017, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:14  D_loss:tensor(0.7075, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0017, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:15  D_loss:tensor(0.5375, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0025, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:16  D_loss:tensor(0.4474, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0031, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:17  D_loss:tensor(0.3956, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0020, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:18  D_loss:tensor(0.5538, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0032, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:19  D_loss:tensor(0.6646, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0027, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:20  D_loss:tensor(0.5660, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0021, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:21  D_loss:tensor(0.4922, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0017, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:22  D_loss:tensor(0.5564, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0022, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:23  D_loss:tensor(0.5446, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0027, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:24  D_loss:tensor(0.4789, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0017, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:25  D_loss:tensor(0.5967, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0016, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:26  D_loss:tensor(0.4667, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0024, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:27  D_loss:tensor(0.5841, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0015, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:28  D_loss:tensor(0.7014, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0047, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:29  D_loss:tensor(0.4722, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0019, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:30  D_loss:tensor(0.6818, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0021, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:31  D_loss:tensor(0.4384, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0018, device='cuda:0', grad_fn=<L1LossBackward0>)
epoch:32  D_loss:tensor(0.5207, device='cuda:0', grad_fn=<MulBackward0>)  rec_loss:tensor(0.0019, device='cuda:0', grad_fn=<L1LossBackward0>)
